person_id	person_label	name_alt	birth_year	death_year	death_type	roles	city_of_origin_id	apostolic_connection	description	wikipedia_url	citations	notes
cerinthus	Cerinthus		70	100	unknown	teacher	ephesus-selcuk-area		Late 1st-century Gnostic teacher active in Asia Minor, especially Ephesus; taught that the material world was made by an inferior demiurge angel; distinguished between the human Jesus and the heavenly Christ who descended at his baptism and departed before the crucifixion; combined elements of Jewish law-observance with proto-Gnostic cosmology; identified by Irenaeus (via Polycarp) as the direct adversary of the Apostle John at Ephesus—John reportedly fled a bathhouse when he discovered Cerinthus inside.	https://en.wikipedia.org/wiki/Cerinthus	Irenaeus, Against Heresies 1.26.1; 3.3.4; Eusebius, Eccl. Hist. 3.28.1–2	
lactantius	Lactantius	Lucius Caecilius Firmianus Lactantius	250	325	natural	apologist;theologian;teacher			Latin Christian apologist and rhetorician, known as the "Christian Cicero" for his classically polished prose; taught rhetoric in Nicomedia at the invitation of Diocletian before converting to Christianity; wrote Divinae Institutiones (7 books; the first systematic Latin apology for Christianity, c.304–313), De Opificio Dei (on human creation), and De Mortibus Persecutorum (a vivid account of the divine punishment of emperors who persecuted Christians, including an account of Constantine's vision); appointed c.317 by Constantine as tutor to his son Crispus in Gaul.	https://en.wikipedia.org/wiki/Lactantius	Jerome, Vir. Ill. 80; Eusebius, Vita Constantini 1.12	
mani	Mani	Manes; Manichaeus; Cubricus	216	274	martyrdom	prophet;founder			Iranian prophet born April 14, 216 in southern Babylonia; founded Manichaeism, a universalist dualistic religion blending Zoroastrian, Buddhist, and Christian elements around the cosmic myth of the war of Light and Darkness; began his public mission c.240 under Shapur I's patronage, traveling to India and throughout the Persian Empire; composed seven foundational scriptures (the only ancient religious founder to produce a personal canonical corpus); arrested c.274 under Bahram I at the instigation of the Zoroastrian high priest Kartir; died in chains awaiting execution, c.274/277. Manichaeism spread westward, competing directly with Christianity in the Roman Empire.	https://en.wikipedia.org/wiki/Mani_(prophet)	Cologne Mani Codex; Kephalaia; al-Biruni, Chronology of Ancient Nations; Encyclopaedia Iranica	
methodius-of-olympus	Methodius of Olympus			311	martyrdom	bishop;theologian;martyr			Bishop of Olympus in Lycia (Asia Minor), and possibly later of Patara or Tyre; the most distinguished early theological opponent of Origen; wrote the Symposium or Banquet of the Ten Virgins (a Platonic-style dialogue on virginity as the supreme Christian virtue, c.290), On the Resurrection (a direct refutation of Origen's allegorical interpretation of resurrection), and On Free Will (against Gnostic fatalism); also wrote against porphyry; martyred at Chalcis in Greece c.311 at the close of the Diocletianic persecution.	https://en.wikipedia.org/wiki/Methodius_of_Olympus	Jerome, Vir. Ill. 83; Epiphanius, Panarion 64; Socrates, Eccl. Hist. 6.13	
noetus-of-smyrna	Noetus of Smyrna			210	unknown	teacher	smyrna-izmir		Early modalist (Patripassian) theologian from Smyrna, fl. c.200–210; taught that God the Father himself was born as Jesus Christ, suffered, and died on the cross—a position his opponents called Patripassianism (the Father suffers); excommunicated by a council of Smyrnaean presbyters after two examinations; his disciple Epigonus carried the teaching to Rome where it was further developed by Cleomenes; directly opposed by Hippolytus of Rome in his treatise Against Noetus.	https://en.wikipedia.org/wiki/Noetus	Hippolytus, Against Noetus 1; Hippolytus, Refutatio Omnium Haeresium 9.10	
praxeas	Praxeas			210	unknown	teacher;confessor			Modalist monarchian teacher from Asia Minor (possibly Phrygia), fl. c.190–210; had endured imprisonment for the faith (a "confessor") which gave him prestige; traveled to Rome where he reportedly suppressed nascent Montanism and promoted Patripassian modalism; later traveled to Carthage; opposed by Tertullian in Adversus Praxeam (c.213), which preserves the only significant evidence for his teaching; reportedly composed a written recantation at Tertullian's insistence, though its content is unknown; the name "Praxeas" may be a polemical pseudonym coined by Tertullian meaning roughly "busybody."	https://en.wikipedia.org/wiki/Praxeas	Tertullian, Adversus Praxeam 1–2; Jerome, De Vir. Ill. 53 (implicit)	
sabellius	Sabellius			220	unknown	teacher	rome-rome		Most prominent teacher of modalistic monarchianism, active in Rome c.215–220; likely of Libyan or Egyptian origin; taught that the one undivided God (the Monad) reveals himself successively as Father (in creation and law), Son (in incarnation), and Holy Spirit (in sanctification and prophecy)—the divine Monad "expands" into each mode without real internal distinction; excommunicated by Callixtus I c.220; later also condemned by Dionysius of Alexandria (c.260) and Dionysius of Rome (c.262), whose exchange on Sabellianism is a key pre-Nicene Trinitarian document.	https://en.wikipedia.org/wiki/Sabellius	Hippolytus, Refutatio 9.12; Callixtus I decree in Hippolytus; Athanasius, De sententia Dionysii 5	
thecla	Thecla of Iconium				unknown	ascetic;martyr-figure;apostle-figure			Legendary female apostle and disciple of Paul from Iconium; central figure of the Acts of Paul and Thecla (c.160–200 AD), a widely circulated narrative in which she hears Paul preach virginity in Iconium, breaks her betrothal, endures martyrdom attempts at Iconium and Antioch (miraculously surviving both), baptizes herself in a pool of seals in the arena, and becomes an itinerant preacher; venerated as "equal to the Apostles" and the first female martyr in Eastern tradition; invoked in early debates about women baptizing and teaching (Tertullian explicitly criticized the Acts of Paul and Thecla in De Baptismo 17 as a forged text used to justify women baptizing).	https://en.wikipedia.org/wiki/Thecla	Acts of Paul and Thecla (c.160–200); Tertullian, De Baptismo 17; Eusebius, Eccl. Hist. 3.29 (implicit)	
victorinus-of-poetovio	Victorinus of Poetovio	Victorinus of Pettau	230	304	martyrdom	bishop;exegete	rome-rome		Bishop of Poetovio (modern Ptuj, Slovenia); the earliest known Latin biblical commentator; wrote commentaries on Genesis, Exodus, Leviticus, Isaiah, Ezekiel, Habakkuk, Ecclesiastes, Song of Songs, Revelation, and Matthew — the majority are lost; his Commentary on the Apocalypse (Revelation) survives, partly in a revised form by Jerome who softened its strong millenarianism; also wrote On the Creation of the World; his biblical interpretation was strongly millenarian; martyred under Diocletian c.303/304.	https://en.wikipedia.org/wiki/Victorinus_of_Pettau	Jerome, Vir. Ill. 74; Jerome, Commentary on the Apocalypse (revised edition)	
minucius-felix	Minucius Felix	Marcus Minucius Felix	150	250	unknown	apologist;author	rome-rome		Latin Christian apologist; author of the Octavius, a Ciceronian-style dialogue between the pagan Caecilius and the Christian Octavius set at the seaside resort of Ostia; one of the earliest Latin Christian literary works; argues for monotheism and the rationality of Christianity without directly citing Scripture; closely related to Tertullian's Apologeticus (the direction of dependence is debated).	https://en.wikipedia.org/wiki/Marcus_Minucius_Felix	Jerome, Vir. Ill. 58; Lactantius, Div. Inst. 1.11; 5.1	
julius-africanus	Julius Africanus	Sextus Julius Africanus	160	240	natural	historian;chronographer	jerusalem-jerusalem		First Christian chronographer; wrote the Chronographiae (five books, c.221), a universal history from Creation to 221 AD that established the framework for all subsequent Christian chronography; also wrote the Kestoi (Cesti), a miscellany of secular knowledge on medicine, agriculture, and military tactics; corresponded with Origen on the authenticity of the story of Susanna in Daniel; helped design the library at the Pantheon in Rome for Emperor Alexander Severus; founded the colony of Emmaus-Nicopolis.	https://en.wikipedia.org/wiki/Sextus_Julius_Africanus	Eusebius, Eccl. Hist. 6.31; Jerome, Vir. Ill. 63; Syncellus, Chronographia	
